algorithm,algorithm_family,execution_time_ms,peak_memory_kb,reachable_distances,trial,nodes,edges,density_ratio,graph_type
FloydWarshall_Classic,all_pairs,33.724399996572174,20.1484375,2500,5,50,1573,0.6420408163265307,dense
FloydWarshall_Optimized,all_pairs,47.27640000055544,20.078125,2500,1,50,1573,0.6420408163265307,dense
FloydWarshall_Optimized,all_pairs,42.023299996799324,20.1015625,2500,2,50,1573,0.6420408163265307,dense
FloydWarshall_Optimized,all_pairs,41.413599996303674,20.1015625,2500,3,50,1573,0.6420408163265307,dense
FloydWarshall_Optimized,all_pairs,41.476499995042104,20.1015625,2500,4,50,1573,0.6420408163265307,dense
FloydWarshall_Optimized,all_pairs,41.06889999820851,20.1015625,2500,5,50,1573,0.6420408163265307,dense
FloydWarshall_Classic,all_pairs,103.35670000495156,46.1484375,5625,1,75,3580,0.645045045045045,dense
FloydWarshall_Classic,all_pairs,109.13940000318689,44.75,5625,2,75,3580,0.645045045045045,dense
FloydWarshall_Classic,all_pairs,213.91600000060862,44.75,5625,3,75,3580,0.645045045045045,dense
FloydWarshall_Classic,all_pairs,158.34699999686563,44.75,5625,4,75,3580,0.645045045045045,dense
FloydWarshall_Classic,all_pairs,106.62320000119507,44.75,5625,5,75,3580,0.645045045045045,dense
FloydWarshall_Optimized,all_pairs,131.15010000183247,44.6796875,5625,1,75,3580,0.645045045045045,dense
FloydWarshall_Optimized,all_pairs,130.99959999817656,44.703125,5625,2,75,3580,0.645045045045045,dense
FloydWarshall_Optimized,all_pairs,135.50400000531226,44.703125,5625,3,75,3580,0.645045045045045,dense
FloydWarshall_Optimized,all_pairs,131.28790000337176,44.703125,5625,4,75,3580,0.645045045045045,dense
FloydWarshall_Optimized,all_pairs,134.32779999857303,44.703125,5625,5,75,3580,0.645045045045045,dense
FloydWarshall_Classic,all_pairs,408.0323000016506,80.578125,10000,1,100,6479,0.6544444444444445,dense
FloydWarshall_Classic,all_pairs,231.05430000578053,80.3828125,10000,2,100,6479,0.6544444444444445,dense
FloydWarshall_Classic,all_pairs,233.08990000077756,80.3828125,10000,3,100,6479,0.6544444444444445,dense
FloydWarshall_Classic,all_pairs,234.62619999918388,80.3828125,10000,4,100,6479,0.6544444444444445,dense
FloydWarshall_Classic,all_pairs,278.02679999877,80.3828125,10000,5,100,6479,0.6544444444444445,dense
FloydWarshall_Optimized,all_pairs,445.87160000082804,80.3125,10000,1,100,6479,0.6544444444444445,dense
FloydWarshall_Optimized,all_pairs,308.20040000253357,80.3359375,10000,2,100,6479,0.6544444444444445,dense
FloydWarshall_Optimized,all_pairs,303.6151999986032,80.3359375,10000,3,100,6479,0.6544444444444445,dense
FloydWarshall_Optimized,all_pairs,434.45120000251336,80.3359375,10000,4,100,6479,0.6544444444444445,dense
FloydWarshall_Optimized,all_pairs,307.49950000608806,80.3359375,10000,5,100,6479,0.6544444444444445,dense
FloydWarshall_Classic,all_pairs,439.07649999891873,125.828125,15625,1,125,10169,0.6560645161290323,dense
FloydWarshall_Classic,all_pairs,586.7626999970526,125.8515625,15625,2,125,10169,0.6560645161290323,dense
FloydWarshall_Classic,all_pairs,440.02269999327837,125.8515625,15625,3,125,10169,0.6560645161290323,dense
FloydWarshall_Classic,all_pairs,680.5846999995993,125.8515625,15625,4,125,10169,0.6560645161290323,dense
FloydWarshall_Classic,all_pairs,437.3955000046408,125.8515625,15625,5,125,10169,0.6560645161290323,dense
FloydWarshall_Optimized,all_pairs,728.649900003802,125.78125,15625,1,125,10169,0.6560645161290323,dense
FloydWarshall_Optimized,all_pairs,572.5969999984954,125.8046875,15625,2,125,10169,0.6560645161290323,dense
FloydWarshall_Optimized,all_pairs,735.4383999991114,125.8046875,15625,3,125,10169,0.6560645161290323,dense
FloydWarshall_Optimized,all_pairs,586.2505999975838,125.8046875,15625,4,125,10169,0.6560645161290323,dense
FloydWarshall_Optimized,all_pairs,757.2195999964606,125.8046875,15625,5,125,10169,0.6560645161290323,dense
