graph_type,algorithm,nodes,median_time_ms,median_memory_kb,median_vertices_visited,edges,density_percent,success_rate
simple_graph,DFS_Base,50,0.8770000058575533,2.359375,50.0,186.0,15.18,1.0
simple_graph,DFS_Base,100,2.3435999974026345,8.015625,100.0,787.0,15.9,1.0
simple_graph,DFS_Base,200,11.06900000013411,26.046875,200.0,2897.0,14.56,1.0
strip_weights,BFS_Base,10,0.04980000085197389,0.6640625,10.0,14.0,31.11,1.0
strip_weights,BFS_Base,50,0.326899993524421,1.2890625,50.0,410.0,33.47,1.0
strip_weights,BFS_Base,100,1.894900000479538,2.3828125,100.0,1544.0,31.19,1.0
strip_weights,BFS_Base,200,55.39600000338396,4.2890625,200.0,6022.0,30.26,1.0
strip_weights,DFS_Base,10,0.04649999755201861,0.703125,10.0,14.0,31.11,1.0
strip_weights,DFS_Base,50,0.5574000024353154,4.328125,50.0,410.0,33.47,1.0
strip_weights,DFS_Base,100,4.458600000361912,14.453125,100.0,1544.0,31.19,1.0
strip_weights,DFS_Base,200,56.04329999914626,49.515625,200.0,6022.0,30.26,1.0
tree,BFS_Base,10,0.03199999628122896,0.6015625,10.0,9.0,20.0,1.0
tree,BFS_Base,50,0.19330000213813037,1.1953125,50.0,49.0,4.0,1.0
tree,BFS_Base,100,0.2553000012994744,2.0703125,100.0,99.0,2.0,1.0
tree,BFS_Base,200,1.5215000021271408,3.7265625,200.0,199.0,1.0,1.0
tree,DFS_Base,10,0.07919999916339293,0.671875,10.0,9.0,20.0,1.0
tree,DFS_Base,50,0.3023999961442314,1.265625,50.0,49.0,4.0,1.0
tree,DFS_Base,100,0.42969999776687473,2.140625,100.0,99.0,2.0,1.0
tree,DFS_Base,200,1.029699997161515,3.640625,200.0,199.0,1.0,1.0
weighted_graph,BFS_Base,10,0.055199998314492404,0.6015625,10.0,15.0,33.33,1.0
weighted_graph,BFS_Base,50,0.5030000029364601,1.2890625,50.0,370.0,30.2,1.0
weighted_graph,BFS_Base,100,2.07570000202395,2.3828125,100.0,1428.0,28.85,1.0
weighted_graph,BFS_Base,200,21.80199999565957,4.2890625,200.0,5833.0,29.31,1.0
weighted_graph,DFS_Base,10,0.038700003642588854,0.703125,10.0,15.0,33.33,1.0
weighted_graph,DFS_Base,50,0.5120999994687736,3.953125,50.0,370.0,30.2,1.0
weighted_graph,DFS_Base,100,4.251500002283137,13.046875,100.0,1428.0,28.85,1.0
weighted_graph,DFS_Base,200,43.053000001236796,49.515625,200.0,5833.0,29.31,1.0
wheel_graph,BFS_Base,10,0.055000004067551345,0.6015625,10.0,18.0,40.0,1.0
wheel_graph,BFS_Base,50,0.11900000390596688,1.3203125,50.0,98.0,8.0,1.0
wheel_graph,BFS_Base,100,0.6298999942373484,2.4140625,100.0,198.0,4.0,1.0
wheel_graph,BFS_Base,200,2.0292999979574233,4.2890625,200.0,398.0,2.0,1.0
wheel_graph,DFS_Base,10,0.08439999510301277,0.765625,10.0,18.0,40.0,1.0
wheel_graph,DFS_Base,50,0.18540000019129366,1.609375,50.0,98.0,8.0,1.0
wheel_graph,DFS_Base,100,0.9362999990116805,2.921875,100.0,198.0,4.0,1.0
wheel_graph,DFS_Base,200,1.9504000010783784,5.078125,200.0,398.0,2.0,1.0
