nodes,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
112,0.1329500005340378,0.1565500001561304,0.18009999985224565,0.1952999996319704,0.2141499999197549,0.23490000012316153,0.250199999754841,0.2738000002864282,0.3120000001217704,0.30925000010029174,0.3229000003557303,0.35165000008419156,0.36559999989549397,0.38299999960145215,0.4019499997411913,0.4218999997647188,0.4416500000843371,0.45470000031855307,0.4780499998560117,0.5304000001160603,0.5276999995658116
122,0.14234999980544671,0.17184999978780974,0.18955000041387388,0.2133500001946231,0.23855000017647393,0.2617000004647707,0.2897499998653075,0.3079499997511448,0.340900000082911,0.36165000028631766,0.3806499998972867,0.39589999960298883,0.4131000000597851,0.4359499998827232,0.4595000000335858,0.48754999988886993,0.5046500004937116,0.5407999997260049,0.5537000001822889,0.5718499996874016,0.683000000208267
133,0.16704999961802963,0.20365000000310823,0.21259999994072132,0.24160000020856381,0.2689999996619008,0.29395000046861236,0.3341500005262787,0.5685499995706778,0.387499999760621,0.3972499998781131,0.4223999999339867,0.47214999949574116,0.48200000037468266,0.5084499998702086,0.5392500002017186,0.5697500000678701,0.5874499997844396,0.6236500003069523,0.6352000000333646,0.6680500005131762,0.7014500001787383
143,0.1661500000409432,0.20304999998188575,0.24050000001807345,0.2648999998200452,0.31409999974130187,0.7197999998425075,0.3597500003706955,0.3971000001001812,0.42274999987057527,0.4551500001070963,0.487400000110938,0.5039000002398097,0.5386000002545188,0.5810999996356259,0.5980999999337655,0.6318499999906635,0.6659999999101274,0.7015000001047156,0.7439000000886153,0.7651500000065425,0.9021500000017113
153,0.17704999982015576,0.21959999958198745,0.25955000000976725,0.3000500000780448,0.3312000003461435,0.35615000024336035,0.3968499995607999,0.4281500000615779,0.46784999994997634,0.5029499998272513,0.5375500004447531,0.5811500000163505,0.6071500001780805,0.665100000333041,0.6742499999745633,0.7240499999170424,0.7895499998085143,0.7830999998077459,0.8164999999280553,0.8792500002527959,0.9039999999913562
163,0.1916999999593827,0.23710000004939497,0.27664999970511417,0.31504999969911296,0.35179999986212346,0.39585000013175886,0.4344499998296669,0.4822999999305466,0.5269500002214045,0.5553500000132772,0.6077000002733257,0.6493500000033237,0.6764499999007967,0.8157500005836482,0.7509999995818362,0.7931500003905967,0.8389999998144049,0.8686999999554246,0.9270000000469736,0.9682499999144056,1.014899999518093
173,0.20005000033052056,0.27039999986300245,0.29765000044790213,0.3413999997974315,0.3864000004796253,1.00834999966537,0.48054999979285634,0.5341500000213273,0.5659499997818784,0.6430499997804873,0.664950000555109,0.7081500002641405,0.7550999998784391,0.8111999995890073,0.8673499996803002,0.8915499997783627,1.0193499997512845,1.2990999998692132,1.0266499998579093,1.098100000035629,1.1193000004823261
183,0.2214499995716323,0.27130000034958357,0.318549999519746,0.36964999981137225,0.41980000014518737,0.4760500000884349,0.5265999998300686,0.6288499998845509,0.633650000054331,0.6978000001254259,0.7251999995787628,0.7738499998595216,0.8476000002701767,0.8808499997030594,0.9450999996261089,0.980999999683263,1.0313000002497574,3.365050000411429,1.1343500000293716,1.2001499999314547,1.2449000000742672
193,0.2260500004922505,0.28345000009721844,0.3427500000725558,0.4095999997844046,0.4513500002758519,0.5151500004103582,0.5663999995704216,0.640349999684986,0.7018500000413042,0.7592500001010194,0.8688500001881039,0.8493999998790969,0.9134500000982371,0.9673499994278245,1.0309499998584215,1.080649999948946,1.1336000002302171,1.22125000007145,2.7951499996561324,1.3040999997429026,1.3838499999110354
203,0.24404999976468383,0.31209999997372506,0.37849999989703065,0.4352999999355234,0.49799999987953925,0.5536499998015643,0.6313499998213956,0.7804000006217393,0.7737999999335443,1.712049999696319,0.8734999996704573,0.950149999880523,1.0015500006375078,1.0641999997460516,1.1265999996794562,1.1675499999910244,1.2549000002763933,1.3110499999129388,1.3762999997197767,1.4330500002870394,1.4956499999243533
213,0.2385999996477039,0.3308499995000602,0.39535000041723833,0.47309999990829965,0.5312500002219167,0.5908500002078654,0.6750000002284651,0.8707499996489787,0.8015000003069872,0.8742499994696118,0.9594000002834946,1.026200000069366,1.0905000003731402,1.1480999996820174,1.2489000000641681,1.3186500000301749,1.3495500002136396,1.4360000000124273,1.5129499997783569,1.5475500003958587,3.2981499998641084
223,0.2564000001257227,0.3393500001038774,0.41539999983797316,0.4929000001538952,0.5748000003222842,0.6377000004249567,0.7169999998950516,0.812800000403513,0.8729499995752121,0.934400000005553,1.0469000003467954,1.1010499997610168,1.400899999680405,1.3525500003197521,1.310149999881105,1.3942499999757274,1.4828499997747713,1.5496000000894128,1.6363499998988118,2.565599999343249,1.782899999852816
233,0.27399999999033753,0.35720000005312613,0.44335000029605,0.5178999995223421,0.6100999999034684,0.6865500004096248,0.7731000000603672,0.8652500000607688,1.0581999999885738,1.0223500003121444,1.1131499995826744,1.174199999695702,1.2744000000566302,1.3749499998993997,1.4108000000305765,1.5071500001795357,1.9810000003417374,1.6659000002618995,1.791999999568361,1.8657000000530388,4.612449999967794
243,0.2840500001184409,0.37149999934626976,0.9227499999724387,0.5530500002350891,0.6528500002787041,0.7266500001605891,0.8459499999844411,0.9154500003205612,1.0152500003641762,1.083699999981036,1.193399999920075,1.3135999997757608,1.3654499998665415,1.4696999996886007,1.551500000005035,1.644899999973859,1.7477499995948165,1.856100000168226,1.9375000001673468,1.9773500002884248,2.118849999988015
254,0.2890999994633603,0.5292000000736152,0.5589500001406122,0.5875499996363942,0.6928000002517365,0.8053500000642089,0.8809999994809914,0.9936999999808904,1.0777999996207654,1.176599999780592,1.2915500005874492,1.3882499997635025,4.231400000207941,1.5974500001902925,1.7158000000563334,1.7763500000000931,1.8544000004112604,1.9601999997576058,2.0739500000672706,2.2248999998737418,2.495249999810767
