nodes,density_percent,BFS,DFS_Iterative,speed_ratio_dfs_over_bfs
203,60,1.0015500006375078,2.723399999922549,2.719185261034444
203,65,1.0641999997460516,2.7881500000148662,2.6199492582974986
203,70,1.1265999996794562,3.0377499997484847,2.696387360742761
203,75,1.1675499999910244,3.1973000000107277,2.738469444593642
203,80,1.2549000002763933,3.3398499995200837,2.6614471262925155
203,85,1.3110499999129388,3.531899999416055,2.6939475989859982
203,90,1.3762999997197767,8.563450000565354,6.222080943332795
203,95,1.4330500002870394,4.122049999750743,2.876417430602629
203,100,1.4956499999243533,4.033200000321813,2.696620198927425
213,0,0.2385999996477039,0.4750000002786692,1.9907795514669449
213,5,0.3308499995000602,0.7128999995984486,2.1547529112156427
213,10,0.39535000041723833,0.9038500002134242,2.28620209753265
213,15,0.47309999990829965,1.1033499999939522,2.3321707888560836
213,20,0.5312500002219167,1.2939000002916146,2.4355764701197544
213,25,0.5908500002078654,1.515899999958492,2.565625792375708
213,30,0.6750000002284651,1.69484999969427,2.5108888875861033
213,35,0.8707499996489787,3.040950000013254,3.492334196082845
213,40,0.8015000003069872,5.360550000204967,6.688147221649147
213,45,0.8742499994696118,2.307650000147987,2.6395767818678726
213,50,0.9594000002834946,2.549950000229728,2.657859078044861
213,55,1.026200000069366,2.8255500001250766,2.753410641136312
